unit,district,department,year,n_young,n_candidates,young_18to29_participation,young_18to29_register,total_electors,n_young_mayor,n_candidates_mayor,n_le29,n_le30,n_le31,n_le32,n_le33,n_le34,n_le35,youth_cand_share,youth_turnout_18to29,youth_share,log_total_electors,post,youth_cand_share_mayor,youth_cand_share_le29,youth_cand_share_le30,youth_cand_share_le31,youth_cand_share_le32,youth_cand_share_le33,youth_cand_share_le34,youth_cand_share_le35
0_0,ASUNCION,CAPITAL,2015,127,408,52296,103368,403444,0,3,62,68,82,90,102,116,127,0.3112745098039216,0.5059205943812398,0.2562139974816827,12.90779297143475,0,0,0.15196078431372548,0.16666666666666666,0.20098039215686275,0.22058823529411764,0.25,0.28431372549019607,0.3112745098039216
0_0,ASUNCION,CAPITAL,2021,147,552,63569,112309,431876,3,7,68,81,95,117,124,135,147,0.266304347826087,0.5660187518364512,0.260049180783373,12.975893788986195,1,0.42857142857142855,0.12318840579710146,0.14673913043478262,0.1721014492753623,0.21195652173913043,0.2246376811594203,0.24456521739130435,0.266304347826087
10_0,CIUDAD DEL ESTE,ALTO PARANA,2015,84,203,28905,61642,183811,0,7,50,57,63,68,73,80,84,0.41379310344827586,0.4689172966483891,0.3353553378198258,12.121663334773425,0,0,0.24630541871921183,0.28078817733990147,0.3103448275862069,0.33497536945812806,0.35960591133004927,0.39408866995073893,0.41379310344827586
10_0,CIUDAD DEL ESTE,ALTO PARANA,2021,93,336,40435,73631,219475,4,13,44,52,57,70,78,87,93,0.2767857142857143,0.5491572842960166,0.3354869575122451,12.29899360979441,1,0.3076923076923077,0.13095238095238096,0.15476190476190477,0.16964285714285715,0.20833333333333334,0.23214285714285715,0.25892857142857145,0.2767857142857143
10_1,DOCTOR JUAN LEON MALLORQUIN,ALTO PARANA,2015,15,48,2146,3459,11633,0,4,7,9,9,12,13,13,15,0.3125,0.6204105232726221,0.29734376343161695,9.361601165816767,0,0,0.14583333333333334,0.1875,0.1875,0.25,0.2708333333333333,0.2708333333333333,0.3125
10_1,DOCTOR JUAN LEON MALLORQUIN,ALTO PARANA,2021,18,60,2747,4189,13284,0,3,6,10,11,12,12,13,18,0.3,0.6557650990689902,0.3153417645287564,9.494315582496638,1,0,0.1,0.16666666666666666,0.18333333333333332,0.2,0.2,0.21666666666666667,0.3
10_11,JUAN EMILIO O'LEARY,ALTO PARANA,2015,11,48,2073,4231,12483,0,3,4,5,6,6,8,9,11,0.22916666666666666,0.4899550933585441,0.33894095970519905,9.432122997651051,0,0,0.08333333333333333,0.10416666666666667,0.125,0.125,0.16666666666666666,0.1875,0.22916666666666666
10_11,JUAN EMILIO O'LEARY,ALTO PARANA,2021,21,60,2710,4978,14859,0,3,7,9,12,16,17,17,21,0.35,0.5443953394937726,0.33501581533077596,9.6063610212563475,1,0,0.11666666666666667,0.15,0.2,0.26666666666666666,0.2833333333333333,0.2833333333333333,0.35
10_13,LOS CEDRALES,ALTO PARANA,2015,35,81,1366,2118,5960,0,2,19,20,22,26,29,31,35,0.43209876543209874,0.6449480642115203,0.3553691275167785,8.692825760059396,0,0,0.2345679012345679,0.24691358024691357,0.2716049382716049,0.32098765432098764,0.35802469135802467,0.38271604938271603,0.43209876543209874
10_13,LOS CEDRALES,ALTO PARANA,2021,49,96,1594,2409,7342,0,2,31,34,39,43,45,45,49,0.5104166666666666,0.6616853466168535,0.3281122309997276,8.90136656405678,1,0,0.3229166666666667,0.3541666666666667,0.40625,0.4479166666666667,0.46875,0.46875,0.5104166666666666
10_15,MBARACAYU,ALTO PARANA,2015,25,70,655,958,3437,2,5,12,14,17,18,22,23,25,0.35714285714285715,0.6837160751565762,0.27873145184754144,8.142354276849835,0,0.4,0.17142857142857143,0.2,0.24285714285714285,0.2571428571428571,0.3142857142857143,0.32857142857142857,0.35714285714285715
10_15,MBARACAYU,ALTO PARANA,2021,23,60,1005,1401,4739,0,2,9,10,12,13,16,20,23,0.38333333333333336,0.7173447537473233,0.29563198987128086,8.463581421967588,1,0,0.15,0.16666666666666666,0.2,0.21666666666666667,0.26666666666666666,0.3333333333333333,0.38333333333333336
10_17,MINGA GUAZU,ALTO PARANA,2015,32,107,5816,13847,39023,0,7,19,20,21,23,26,28,32,0.29906542056074764,0.42001877663031706,0.3548420162468288,10.571906494871117,0,0,0.17757009345794392,0.18691588785046728,0.19626168224299065,0.21495327102803738,0.24299065420560748,0.2616822429906542,0.29906542056074764
10_17,MINGA GUAZU,ALTO PARANA,2021,49,168,9943,17893,50908,0,6,27,32,36,42,43,45,49,0.2916666666666667,0.5556921701223942,0.3514771745108824,10.837775361111937,1,0,0.16071428571428573,0.19047619047619047,0.21428571428571427,0.25,0.25595238095238093,0.26785714285714285,0.2916666666666667
10_19,MINGA PORA,ALTO PARANA,2015,39,107,2108,2956,7832,1,3,22,24,25,29,30,35,39,0.3644859813084112,0.713125845737483,0.3774259448416752,8.965973184210347,0,0.3333333333333333,0.205607476635514,0.22429906542056074,0.2336448598130841,0.27102803738317754,0.2803738317757009,0.32710280373831774,0.3644859813084112
10_19,MINGA PORA,ALTO PARANA,2021,33,83,2082,3039,9103,1,4,20,22,25,26,29,30,33,0.39759036144578314,0.6850937808489634,0.3338459848401626,9.116359308505288,1,0.25,0.24096385542168675,0.26506024096385544,0.30120481927710846,0.3132530120481928,0.3493975903614458,0.3614457831325301,0.39759036144578314
10_2,DOCTOR RAUL PEÑA,ALTO PARANA,2015,14,45,863,1233,3552,0,2,6,7,9,11,13,13,14,0.3111111111111111,0.699918896999189,0.3471283783783784,8.17526610411206,0,0,0.13333333333333333,0.15555555555555556,0.2,0.24444444444444444,0.28888888888888886,0.28888888888888886,0.3111111111111111
10_2,DOCTOR RAUL PEÑA,ALTO PARANA,2021,18,45,928,1344,4442,0,2,10,12,13,14,16,17,18,0.4,0.6904761904761905,0.3025664115263395,8.398860004454372,1,0,0.2222222222222222,0.26666666666666666,0.28888888888888886,0.3111111111111111,0.35555555555555557,0.37777777777777777,0.4
10_21,NARANJAL,ALTO PARANA,2015,12,36,760,1204,3645,0,3,7,9,9,10,11,11,12,0.3333333333333333,0.6312292358803987,0.33031550068587107,8.201111644442758,0,0,0.19444444444444445,0.25,0.25,0.2777777777777778,0.3055555555555556,0.3055555555555556,0.3333333333333333
10_21,NARANJAL,ALTO PARANA,2021,15,36,1010,1563,4894,0,2,4,6,7,11,13,15,15,0.4166666666666667,0.6461932181701855,0.3193706579485084,8.495765244002618,1,0,0.1111111111111111,0.16666666666666666,0.19444444444444445,0.3055555555555556,0.3611111111111111,0.4166666666666667,0.4166666666666667
10_23,ÑACUNDAY,ALTO PARANA,2015,19,48,901,1373,4336,1,4,6,7,8,9,13,16,19,0.3958333333333333,0.6562272396212673,0.31665129151291516,8.374707543119483,0,0.25,0.125,0.14583333333333334,0.16666666666666666,0.1875,0.2708333333333333,0.3333333333333333,0.3958333333333333
10_23,ÑACUNDAY,ALTO PARANA,2021,24,72,1015,1582,5008,2,4,13,16,18,21,21,23,24,0.3333333333333333,0.6415929203539823,0.31589456869009586,8.518791912779934,1,0.5,0.18055555555555555,0.2222222222222222,0.25,0.2916666666666667,0.2916666666666667,0.3194444444444444,0.3333333333333333
10_25,PRESIDENTE FRANCO,ALTO PARANA,2015,28,108,8349,17134,46551,4,6,12,16,19,21,23,25,28,0.25925925925925924,0.48727675965915723,0.3680694292281584,10.748303764751594,0,0.6666666666666666,0.1111111111111111,0.14814814814814814,0.17592592592592593,0.19444444444444445,0.21296296296296297,0.23148148148148148,0.25925925925925924
10_25,PRESIDENTE FRANCO,ALTO PARANA,2021,82,204,10236,18239,54421,1,7,33,42,51,57,67,75,82,0.4019607843137255,0.5612149788913866,0.33514635894232003,10.904505387765616,1,0.14285714285714285,0.16176470588235295,0.20588235294117646,0.25,0.27941176470588236,0.3284313725490196,0.36764705882352944,0.4019607843137255
10_27,SAN ALBERTO,ALTO PARANA,2015,36,120,1484,2278,6718,1,4,17,22,24,26,27,31,36,0.3,0.6514486391571555,0.33908901458767493,8.812545770172237,0,0.25,0.14166666666666666,0.18333333333333332,0.2,0.21666666666666667,0.225,0.25833333333333336,0.3
10_27,SAN ALBERTO,ALTO PARANA,2021,12,60,2271,3364,10101,0,3,6,7,8,8,9,10,12,0.2,0.675089179548157,0.333036333036333,9.220389707829185,1,0,0.1,0.11666666666666667,0.13333333333333333,0.13333333333333333,0.15,0.16666666666666666,0.2
10_29,SAN CRISTOBAL,ALTO PARANA,2015,21,48,1376,2025,5234,0,2,9,10,11,12,15,17,21,0.4375,0.6795061728395062,0.3868933893771494,8.562931083090092,0,0,0.1875,0.20833333333333334,0.22916666666666666,0.25,0.3125,0.3541666666666667,0.4375
10_29,SAN CRISTOBAL,ALTO PARANA,2021,34,84,2030,2852,7861,0,3,17,21,25,28,30,34,34,0.40476190476190477,0.711781206171108,0.3628037145401348,8.969669103793757,1,0,0.20238095238095238,0.25,0.2976190476190476,0.3333333333333333,0.35714285714285715,0.40476190476190477,0.40476190476190477
10_3,DOMINGO MARTINEZ DE IRALA,ALTO PARANA,2015,6,36,1069,1474,4625,2,3,4,4,4,4,5,5,6,0.16666666666666666,0.7252374491180461,0.3187027027027027,8.439231649946526,0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.16666666666666666
10_3,DOMINGO MARTINEZ DE IRALA,ALTO PARANA,2021,5,27,1055,1557,5293,0,2,3,3,3,3,3,4,5,0.18518518518518517,0.6775850995504175,0.29416210088796524,8.574140471857987,1,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.18518518518518517
10_30,SANTA FE DEL PARANA,ALTO PARANA,2015,15,47,778,973,2794,0,2,6,7,11,14,14,14,15,0.3191489361702128,0.7995889003083247,0.34824624194702936,7.935229539816907,0,0,0.1276595744680851,0.14893617021276595,0.23404255319148937,0.2978723404255319,0.2978723404255319,0.2978723404255319,0.3191489361702128
10_30,SANTA FE DEL PARANA,ALTO PARANA,2021,22,72,868,1208,3928,0,1,13,14,17,18,19,19,22,0.3055555555555556,0.7185430463576159,0.3075356415478615,8.275885669474356,1,0,0.18055555555555555,0.19444444444444445,0.2361111111111111,0.25,0.2638888888888889,0.2638888888888889,0.3055555555555556
10_31,SANTA RITA,ALTO PARANA,2015,32,72,3120,5505,13268,1,3,21,22,23,28,29,30,32,0.4444444444444444,0.5667574931880109,0.4149080494422671,9.493110400066943,0,0.3333333333333333,0.2916666666666667,0.3055555555555556,0.3194444444444444,0.3888888888888889,0.4027777777777778,0.4166666666666667,0.4444444444444444
10_31,SANTA RITA,ALTO PARANA,2021,31,72,4129,6831,17828,0,3,17,17,21,25,28,31,31,0.4305555555555556,0.604450300102474,0.38316131927305364,9.788525534066446,1,0,0.2361111111111111,0.2361111111111111,0.2916666666666667,0.3472222222222222,0.3888888888888889,0.4305555555555556,0.4305555555555556
10_33,SANTA ROSA DEL MONDAY,ALTO PARANA,2015,16,36,763,1154,3511,1,3,9,11,12,13,14,15,16,0.4444444444444444,0.6611785095320624,0.3286812873825121,8.163656176168432,0,0.3333333333333333,0.25,0.3055555555555556,0.3333333333333333,0.3611111111111111,0.3888888888888889,0.4166666666666667,0.4444444444444444
10_33,SANTA ROSA DEL MONDAY,ALTO PARANA,2021,12,36,913,1364,4595,0,2,4,6,6,7,8,9,12,0.3333333333333333,0.6693548387096774,0.2968443960826986,8.432724034789787,1,0,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.19444444444444445,0.2222222222222222,0.25,0.3333333333333333
10_34,TAVAPY,ALTO PARANA,2015,23,62,1547,2065,5482,2,5,10,11,12,13,16,21,23,0.3709677419354839,0.7491525423728813,0.3766873403867202,8.60922527686273,0,0.4,0.16129032258064516,0.1774193548387097,0.1935483870967742,0.20967741935483872,0.25806451612903225,0.3387096774193548,0.3709677419354839
10_34,TAVAPY,ALTO PARANA,2021,7,27,1665,2308,7028,0,2,2,2,2,3,4,5,7,0.25925925925925924,0.7214038128249567,0.3284006829823563,8.857657449306988,1,0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.14814814814814814,0.18518518518518517,0.25925925925925924
10_35,YGUAZU,ALTO PARANA,2015,31,84,1239,2171,6468,0,3,17,18,23,26,28,30,31,0.36904761904761907,0.570704744357439,0.33565244279529993,8.774622220696997,0,0,0.20238095238095238,0.21428571428571427,0.27380952380952384,0.30952380952380953,0.3333333333333333,0.35714285714285715,0.36904761904761907
10_35,YGUAZU,ALTO PARANA,2021,22,60,1600,2471,8042,0,4,7,11,12,17,20,20,22,0.36666666666666664,0.6475111290975314,0.30726187515543396,8.992433087457218,1,0,0.11666666666666667,0.18333333333333332,0.2,0.2833333333333333,0.3333333333333333,0.3333333333333333,0.36666666666666664
10_5,HERNANDARIAS,ALTO PARANA,2015,125,284,7681,14069,40301,1,7,69,77,88,97,106,114,125,0.44014084507042256,0.5459520932546734,0.34909803726954663,10.604131561522696,0,0.14285714285714285,0.24295774647887325,0.2711267605633803,0.30985915492957744,0.3415492957746479,0.3732394366197183,0.4014084507042254,0.44014084507042256
10_5,HERNANDARIAS,ALTO PARANA,2021,97,264,11093,17006,49480,2,9,53,63,72,77,84,88,97,0.36742424242424243,0.6522991885216982,0.3436944219886823,10.809323826506423,1,0.2222222222222222,0.20075757575757575,0.23863636363636365,0.2727272727272727,0.2916666666666667,0.3181818181818182,0.3333333333333333,0.36742424242424243
10_7,IRUÑA,ALTO PARANA,2015,17,36,523,826,2809,0,3,8,10,11,13,13,13,17,0.4722222222222222,0.6331719128329297,0.29405482378070485,7.940583827104244,0,0,0.2222222222222222,0.2777777777777778,0.3055555555555556,0.3611111111111111,0.3611111111111111,0.3611111111111111,0.4722222222222222
10_7,IRUÑA,ALTO PARANA,2021,9,36,676,923,3290,1,4,4,4,6,7,7,8,9,0.25,0.7323943661971831,0.2805471124620061,8.098642843759418,1,0.25,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.25
10_9,ITAKYRY,ALTO PARANA,2015,34,95,2058,3962,12293,2,6,17,21,22,24,30,31,34,0.35789473684210527,0.519434628975265,0.3222972423330351,9.41678527366734,0,0.3333333333333333,0.17894736842105263,0.22105263157894736,0.23157894736842105,0.25263157894736843,0.3157894736842105,0.3263157894736842,0.35789473684210527
10_9,ITAKYRY,ALTO PARANA,2021,31,84,3637,5887,17001,2,3,12,13,14,18,20,27,31,0.36904761904761907,0.6178019364701886,0.34627374860302335,9.741027444837728,1,0.6666666666666666,0.14285714285714285,0.15476190476190477,0.16666666666666666,0.21428571428571427,0.23809523809523808,0.32142857142857145,0.36904761904761907
11_0,AREGUA,CENTRAL,2015,49,120,5518,11420,34760,0,3,20,22,23,26,34,40,49,0.4083333333333333,0.48318739054290716,0.3285385500575374,10.456222579379329,0,0,0.16666666666666666,0.18333333333333332,0.19166666666666668,0.21666666666666667,0.2833333333333333,0.3333333333333333,0.4083333333333333
11_0,AREGUA,CENTRAL,2021,29,96,7400,14447,43868,1,5,17,22,25,25,25,26,29,0.3020833333333333,0.5122170692877414,0.3293288957782438,10.6889404038801,1,0.2,0.17708333333333334,0.22916666666666666,0.2604166666666667,0.2604166666666667,0.2604166666666667,0.2708333333333333,0.3020833333333333
11_1,CAPIATA,CENTRAL,2015,31,108,14005,37029,109686,1,3,12,17,20,22,27,28,31,0.28703703703703703,0.37821707310486374,0.33759094141458346,11.60537701733514,0,0.3333333333333333,0.1111111111111111,0.1574074074074074,0.18518518518518517,0.2037037037037037,0.25,0.25925925925925924,0.28703703703703703
11_1,CAPIATA,CENTRAL,2021,23,96,19369,47794,136818,1,4,12,12,12,17,21,22,23,0.23958333333333334,0.4052600744863372,0.3493253811632972,11.826406854462205,1,0.25,0.125,0.125,0.125,0.17708333333333334,0.21875,0.22916666666666666,0.23958333333333334
11_11,JULIAN AUGUSTO SALDIVAR,CENTRAL,2015,24,96,3640,9699,29562,2,5,10,14,17,18,20,20,24,0.25,0.3752964223115785,0.32809011568906027,10.294245031772018,0,0.4,0.10416666666666667,0.14583333333333334,0.17708333333333334,0.1875,0.20833333333333334,0.20833333333333334,0.25
11_11,JULIAN AUGUSTO SALDIVAR,CENTRAL,2021,25,60,6201,11897,37485,1,4,11,12,15,16,20,21,25,0.4166666666666667,0.5212238379423384,0.31738028544751234,10.531696131937162,1,0.25,0.18333333333333332,0.2,0.25,0.26666666666666666,0.3333333333333333,0.35,0.4166666666666667
11_13,LAMBARE,CENTRAL,2015,47,168,13416,32727,98912,0,2,23,32,35,40,44,44,47,0.27976190476190477,0.40993674947291225,0.3308698641216435,11.501985844931843,0,0,0.13690476190476192,0.19047619047619047,0.20833333333333334,0.23809523809523808,0.2619047619047619,0.2619047619047619,0.27976190476190477
11_13,LAMBARE,CENTRAL,2021,38,132,17481,33695,109583,1,6,13,16,21,26,31,35,38,0.2878787878787879,0.518801009051788,0.30748382504585564,11.60443753197628,1,0.16666666666666666,0.09848484848484848,0.12121212121212122,0.1590909090909091,0.19696969696969696,0.23484848484848486,0.26515151515151514,0.2878787878787879
11_15,LIMPIO,CENTRAL,2015,30,84,8982,18622,55311,0,3,16,18,23,23,26,28,30,0.35714285714285715,0.48233272473418537,0.3366780568060603,10.9207270827385,0,0,0.19047619047619047,0.21428571428571427,0.27380952380952384,0.27380952380952384,0.30952380952380953,0.3333333333333333,0.35714285714285715
11_15,LIMPIO,CENTRAL,2021,38,144,12859,24842,71262,0,8,14,18,22,25,30,33,38,0.2638888888888889,0.5176314306416553,0.34860093738598413,11.174118505002296,1,0,0.09722222222222222,0.125,0.1527777777777778,0.1736111111111111,0.20833333333333334,0.22916666666666666,0.2638888888888889
11_17,LUQUE,CENTRAL,2015,37,143,18980,45821,136117,0,7,20,21,25,26,29,34,37,0.25874125874125875,0.4142205538945025,0.33662951725353923,11.82127008899495,0,0,0.13986013986013987,0.14685314685314685,0.17482517482517482,0.18181818181818182,0.20279720279720279,0.23776223776223776,0.25874125874125875
11_17,LUQUE,CENTRAL,2021,62,168,25117,51973,157280,0,6,32,36,41,49,55,58,62,0.36904761904761907,0.4832701595058973,0.33044888097660224,11.965782935380993,1,0,0.19047619047619047,0.21428571428571427,0.24404761904761904,0.2916666666666667,0.3273809523809524,0.34523809523809523,0.36904761904761907
11_19,MARIANO ROQUE ALONSO,CENTRAL,2015,48,132,8449,17924,53144,1,4,27,30,34,37,43,46,48,0.36363636363636365,0.47137915643829503,0.3372723167243715,10.880760489345077,0,0.25,0.20454545454545456,0.22727272727272727,0.25757575757575757,0.2803030303030303,0.32575757575757575,0.3484848484848485,0.36363636363636365
11_19,MARIANO ROQUE ALONSO,CENTRAL,2021,52,144,12099,21021,64495,1,8,21,23,28,34,37,40,52,0.3611111111111111,0.5755672898530041,0.3259322428095201,11.074342980399237,1,0.125,0.14583333333333334,0.1597222222222222,0.19444444444444445,0.2361111111111111,0.2569444444444444,0.2777777777777778,0.3611111111111111
11_21,NUEVA ITALIA,CENTRAL,2015,12,36,1538,2083,7259,0,2,7,7,8,9,10,10,12,0.3333333333333333,0.7383581373019683,0.2869541259126601,8.889997357284841,0,0,0.19444444444444445,0.19444444444444445,0.2222222222222222,0.25,0.2777777777777778,0.2777777777777778,0.3333333333333333
11_21,NUEVA ITALIA,CENTRAL,2021,8,36,1620,2264,8238,0,2,3,4,5,7,7,7,8,0.2222222222222222,0.715547703180212,0.2748239864044671,9.016512874996026,1,0,0.08333333333333333,0.1111111111111111,0.1388888888888889,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.2222222222222222
11_23,ÑEMBY,CENTRAL,2015,69,167,11305,23235,67451,2,4,35,40,48,51,57,63,69,0.41317365269461076,0.48655046266408436,0.3444722835836385,11.119156687322887,0,0.5,0.20958083832335328,0.23952095808383234,0.2874251497005988,0.30538922155688625,0.3413173652694611,0.3772455089820359,0.41317365269461076
11_23,ÑEMBY,CENTRAL,2021,39,144,14267,27205,79722,1,7,18,20,26,29,31,34,39,0.2708333333333333,0.5244256570483367,0.34124833797446125,11.286300861819363,1,0.14285714285714285,0.125,0.1388888888888889,0.18055555555555555,0.2013888888888889,0.2152777777777778,0.2361111111111111,0.2708333333333333
11_25,SAN ANTONIO,CENTRAL,2015,35,96,4593,9948,29396,0,2,10,15,20,25,30,31,35,0.3645833333333333,0.4617008443908323,0.33841338957681316,10.288613889648762,0,0,0.10416666666666667,0.15625,0.20833333333333334,0.2604166666666667,0.3125,0.3229166666666667,0.3645833333333333
11_25,SAN ANTONIO,CENTRAL,2021,35,144,7386,12337,36745,0,3,17,20,24,25,30,31,35,0.24305555555555555,0.5986868768744428,0.3357463600489863,10.511757440962972,1,0,0.11805555555555555,0.1388888888888889,0.16666666666666666,0.1736111111111111,0.20833333333333334,0.2152777777777778,0.24305555555555555
11_27,SAN LORENZO,CENTRAL,2015,50,144,16135,45216,142049,0,5,21,22,26,31,39,43,50,0.3472222222222222,0.3568427105449398,0.3183126949151349,11.863927347482827,0,0,0.14583333333333334,0.1527777777777778,0.18055555555555555,0.2152777777777778,0.2708333333333333,0.2986111111111111,0.3472222222222222
11_27,SAN LORENZO,CENTRAL,2021,42,168,23224,51153,160840,2,8,16,17,19,27,32,37,42,0.25,0.4540105174672062,0.3180365580701318,11.98816536101121,1,0.25,0.09523809523809523,0.10119047619047619,0.1130952380952381,0.16071428571428573,0.19047619047619047,0.22023809523809523,0.25
11_29,VILLA ELISA,CENTRAL,2015,38,120,7750,15068,45504,1,6,14,17,20,22,25,32,38,0.31666666666666665,0.5143350146004778,0.33113572433192684,10.725555513162913,0,0.16666666666666666,0.11666666666666667,0.14166666666666666,0.16666666666666666,0.18333333333333332,0.20833333333333334,0.26666666666666666,0.31666666666666665
11_29,VILLA ELISA,CENTRAL,2021,33,108,9624,16692,53246,2,6,14,15,22,23,26,29,33,0.3055555555555556,0.5765636232925953,0.3134883371520865,10.88267796337933,1,0.3333333333333333,0.12962962962962962,0.1388888888888889,0.2037037037037037,0.21296296296296297,0.24074074074074073,0.26851851851851855,0.3055555555555556
11_3,FERNANDO DE LA MORA,CENTRAL,2015,19,84,12880,29105,97975,0,2,10,14,15,17,18,18,19,0.2261904761904762,0.44253564679608315,0.2970655779535596,11.492467623067832,0,0,0.11904761904761904,0.16666666666666666,0.17857142857142858,0.20238095238095238,0.21428571428571427,0.21428571428571427,0.2261904761904762
11_3,FERNANDO DE LA MORA,CENTRAL,2021,30,108,15722,29683,105462,0,3,11,14,15,20,24,26,30,0.2777777777777778,0.5296634437219958,0.2814568280518101,11.566105977440953,1,0,0.10185185185185185,0.12962962962962962,0.1388888888888889,0.18518518518518517,0.2222222222222222,0.24074074074074073,0.2777777777777778
11_31,VILLETA,CENTRAL,2015,45,132,4406,6118,20216,0,2,19,25,29,30,38,39,45,0.3409090909090909,0.7201699901928735,0.3026315789473684,9.91422964906803,0,0,0.14393939393939395,0.1893939393939394,0.2196969696969697,0.22727272727272727,0.2878787878787879,0.29545454545454547,0.3409090909090909
11_31,VILLETA,CENTRAL,2021,39,108,4901,6565,22853,0,3,17,22,27,29,31,37,39,0.3611111111111111,0.7465346534653465,0.2872708178357327,10.036837678732885,1,0,0.1574074074074074,0.2037037037037037,0.25,0.26851851851851855,0.28703703703703703,0.3425925925925926,0.3611111111111111
11_33,YPACARAI,CENTRAL,2015,18,60,2859,4511,15515,1,2,10,10,11,13,16,17,18,0.3,0.6337840833518067,0.29075088623912343,9.64956257688248,0,0.5,0.16666666666666666,0.16666666666666666,0.18333333333333332,0.21666666666666667,0.26666666666666666,0.2833333333333333,0.3
11_33,YPACARAI,CENTRAL,2021,18,60,3034,4766,17013,0,3,8,11,14,15,17,17,18,0.3,0.6365925304238355,0.2801387174513607,9.741733036682138,1,0,0.13333333333333333,0.18333333333333332,0.23333333333333334,0.25,0.2833333333333333,0.2833333333333333,0.3
11_35,YPANE,CENTRAL,2015,37,108,4585,8827,26892,1,4,17,20,22,25,32,37,37,0.3425925925925926,0.5194290245836638,0.32823888145173286,10.199584123588927,0,0.25,0.1574074074074074,0.18518518518518517,0.2037037037037037,0.23148148148148148,0.2962962962962963,0.3425925925925926,0.3425925925925926
11_35,YPANE,CENTRAL,2021,23,84,6211,12105,36683,0,5,12,13,15,16,17,20,23,0.27380952380952384,0.5130937629078893,0.32998936837227055,10.510068711466475,1,0,0.14285714285714285,0.15476190476190477,0.17857142857142858,0.19047619047619047,0.20238095238095238,0.23809523809523808,0.27380952380952384
11_5,GUARAMBARE,CENTRAL,2015,35,84,2143,4541,14615,1,2,14,19,27,28,28,34,35,0.4166666666666667,0.47192248403435366,0.31070817653096133,9.589803677545346,0,0.5,0.16666666666666666,0.2261904761904762,0.32142857142857145,0.3333333333333333,0.3333333333333333,0.40476190476190477,0.4166666666666667
11_5,GUARAMBARE,CENTRAL,2021,21,60,3644,5473,17566,0,3,6,9,11,14,16,19,21,0.35,0.6658139959802668,0.31156780143458956,9.773720494477063,1,0,0.1,0.15,0.18333333333333332,0.23333333333333334,0.26666666666666666,0.31666666666666665,0.35
11_7,ITA,CENTRAL,2015,33,84,7651,13666,43891,0,3,16,19,23,26,28,32,33,0.39285714285714285,0.5598565783696766,0.3113622382720831,10.689464566656033,0,0,0.19047619047619047,0.2261904761904762,0.27380952380952384,0.30952380952380953,0.3333333333333333,0.38095238095238093,0.39285714285714285
11_7,ITA,CENTRAL,2021,41,96,8992,15077,50250,1,3,18,21,26,28,31,35,41,0.4270833333333333,0.5964051203820389,0.30003980099502486,10.824765825921322,1,0.3333333333333333,0.1875,0.21875,0.2708333333333333,0.2916666666666667,0.3229166666666667,0.3645833333333333,0.4270833333333333
11_9,ITAUGUA,CENTRAL,2015,27,96,7104,14425,45907,0,5,10,13,18,20,23,24,27,0.28125,0.49247833622183707,0.31422223190363124,10.734372889867487,0,0,0.10416666666666667,0.13541666666666666,0.1875,0.20833333333333334,0.23958333333333334,0.25,0.28125
11_9,ITAUGUA,CENTRAL,2021,30,84,12262,19308,58317,1,2,15,16,18,20,26,29,30,0.35714285714285715,0.6350735446447069,0.3310869900715057,10.973648925030222,1,0.5,0.17857142857142858,0.19047619047619047,0.21428571428571427,0.23809523809523808,0.30952380952380953,0.34523809523809523,0.35714285714285715
12_0,PILAR,ÑEEMBUCU,2015,39,96,4067,6413,23256,1,3,17,21,23,27,33,35,39,0.40625,0.6341805707157336,0.27575679394564845,10.054318442238712,0,0.3333333333333333,0.17708333333333334,0.21875,0.23958333333333334,0.28125,0.34375,0.3645833333333333,0.40625
12_0,PILAR,ÑEEMBUCU,2021,36,108,4499,6454,25051,1,2,22,23,25,29,34,35,36,0.3333333333333333,0.6970870777812209,0.2576344257714263,10.128669025875903,1,0.5,0.2037037037037037,0.21296296296296297,0.23148148148148148,0.26851851851851855,0.3148148148148148,0.32407407407407407,0.3333333333333333
